filename,group,normal_mae,rough_mae,rough_rmse,metal_mae,metal_rmse,lpips_render
ceramic_0001.png,ceramic_ground,0.7256618738174438,0.04067506268620491,0.05335080251097679,8.35584523883881e-06,1.2368102943582926e-05,0.11523333359509706
ceramic_0004.png,wood,14.305569648742676,0.030091239139437675,0.03797011077404022,2.7381312975194305e-05,3.99728087359108e-05,0.3008423373103142
ceramic_0009.png,mixed_ambiguous,4.103799819946289,0.06840439140796661,0.10399029403924942,7.822746738384012e-06,1.398772292304784e-05,0.20400408357381822
ceramic_0010.png,mixed_ambiguous,14.366692543029785,0.13845662772655487,0.17009976506233215,1.7844606190919876e-05,0.0016499439952895045,0.29399034976959226
ceramic_0026.png,ceramic_ground,14.682007789611816,0.09999588131904602,0.17887966334819794,6.565958301507635e-06,2.5169838409055956e-05,0.22180912792682647
ceramic_0027.png,mixed_ambiguous,13.511341094970703,0.0716356635093689,0.09091272205114365,1.3911725545767695e-05,3.9973780076252297e-05,0.2035423845052719
ceramic_0036.png,metal,22.72747039794922,0.17450271546840668,0.18004347383975983,0.00879654847085476,0.055113550275564194,0.212841460108757
ceramic_0059.png,mixed_ambiguous,2.9377520084381104,0.19531409442424774,0.20432305335998535,2.5601191737223417e-05,4.127538704778999e-05,0.08242708221077918
ceramic_0071.png,mixed_ambiguous,13.363227844238281,0.08001933246850967,0.09356895089149475,8.770591193751898e-06,1.937111846928019e-05,0.2906897962093353
ceramic_0083.png,mixed_ambiguous,18.182069778442383,0.1827705204486847,0.1970106065273285,1.457113103242591e-05,2.699757897062227e-05,0.4532285273075104
ceramic_0092.png,ceramic_ground,6.634937286376953,0.05552961677312851,0.06836188584566116,0.00019188736041542143,0.0003748084418475628,0.2659038007259369
ceramic_0099.png,ceramic_ground,1.7400822639465332,0.08261555433273315,0.0870266780257225,0.00039480344275943935,0.006249996833503246,0.06407044231891632
ceramic_0100.png,ceramic_ground,7.3512420654296875,0.02252412959933281,0.030999688431620598,1.2915791103296215e-06,4.413672286318615e-06,0.06351910531520844
ceramic_0109.png,ceramic_ground,4.19190788269043,0.045923881232738495,0.06499625742435455,6.973550625843927e-07,9.577995569998166e-07,0.08475903496146202
ceramic_0112.png,marble_smooth,0.7819668054580688,0.0800764188170433,0.10198328644037247,2.1126892534084618e-05,2.7979522201349027e-05,0.09720119517296552
ceramic_0115.png,mixed_ambiguous,4.6200337409973145,0.27657461166381836,0.306601881980896,1.5131590771488845e-05,3.3634118153713644e-05,0.5509172320365906
ceramic_0121.png,ceramic_ground,2.0704050064086914,0.1633761078119278,0.17220792174339294,1.94729000213556e-05,6.423251033993438e-05,0.2429739475250244
ceramic_0122.png,ceramic_ground,1.549187183380127,0.05737045407295227,0.06340784579515457,5.650208549923263e-07,1.5568808748867013e-06,0.10083673801273108
ceramic_0129.png,mixed_ambiguous,18.263843536376953,0.3058632016181946,0.32807448506355286,1.5444853488588706e-05,3.4450793464202434e-05,0.4678042531013489
ceramic_0158.png,mixed_ambiguous,4.431947231292725,0.02102404087781906,0.0266093909740448,2.9223798264865763e-05,9.289504669141024e-05,0.18752067387104035
ceramic_0160.png,ceramic_ground,8.029611587524414,0.14264360070228577,0.15798787772655487,4.343310592958005e-06,9.419635716767516e-06,0.1219516359269619
ceramic_0166.png,ceramic_ground,3.4207520484924316,0.18943887948989868,0.22998672723770142,8.253653049905552e-07,9.935305342878564e-07,0.7906534552574158
ceramic_0178.png,brick_terracotta,45.40683364868164,0.24480463564395905,0.28958532214164734,2.3281738322111778e-05,4.9428330385126173e-05,0.3912094235420227
ceramic_0183.png,mixed_ambiguous,13.981355667114258,0.022534722462296486,0.0285857655107975,0.01505502313375473,0.07256072759628296,0.2931389629840851
ceramic_0203.png,ceramic_ground,11.231481552124023,0.07773856818675995,0.10231531411409378,1.729684299789369e-05,0.0001313347602263093,0.3945827752351761
ceramic_0214.png,stone_rough,9.376961708068848,0.1277696043252945,0.1618911772966385,9.507884897175245e-06,1.3805807611788623e-05,0.3158028781414032
ceramic_0216.png,ceramic_ground,6.649359226226807,0.05345023795962334,0.06733455508947372,1.318655540671898e-05,2.6920346499537118e-05,0.1072765201330185
ceramic_0230.png,ceramic_ground,3.1904382705688477,0.059748709201812744,0.0826537013053894,1.772332143445965e-05,4.528952558757737e-05,0.11207924149930477
ceramic_0240.png,mixed_ambiguous,5.539984703063965,0.024676339700818062,0.031257759779691696,4.510425424086861e-05,0.0001883619697764516,0.22483375668525696
ceramic_0241.png,ceramic_ground,9.667245864868164,0.08299760520458221,0.09841850399971008,9.064322512131184e-06,1.3661328921443783e-05,0.21991381347179412
ceramic_0254.png,ceramic_ground,5.391800880432129,0.03772292658686638,0.04779895022511482,2.7753421818488277e-05,4.137281212024391e-05,0.17001253515481948
ceramic_0274.png,ceramic_ground,4.580124855041504,0.21976235508918762,0.2303658127784729,2.188664257118944e-05,2.5377912606927566e-05,0.39632309079170225
ceramic_0276.png,marble_smooth,0.44507837295532227,0.07917343825101852,0.08155623078346252,2.5885527065838687e-05,3.807370740105398e-05,0.08660950362682343
ceramic_0277.png,wood,19.465736389160156,0.5229384303092957,0.5540947318077087,6.625288733630441e-06,1.8878456103266217e-05,0.4245181679725647
ceramic_0287.png,ceramic_ground,8.607810974121094,0.04099632799625397,0.06498365104198456,3.8114887956908206e-06,1.7975120499613695e-05,0.12978288978338243
ceramic_0296.png,ceramic_ground,1.2358684539794922,0.021991726011037827,0.029299195855855942,9.043335012393072e-06,9.843109182838816e-06,0.17343711107969284
ceramic_0301.png,mixed_ambiguous,4.0207319259643555,0.16628417372703552,0.1974283754825592,7.720052963122725e-06,2.5174607799272053e-05,0.4396768152713776
ceramic_0307.png,mixed_ambiguous,4.869478702545166,0.12068931758403778,0.15603867173194885,8.175757102435455e-06,1.57185822899919e-05,0.6316952466964721
ceramic_0308.png,ceramic_ground,1.2780934572219849,0.07573090493679047,0.07788616418838501,1.4689332601847127e-05,2.6662717573344707e-05,0.152276224642992
ceramic_0317.png,ceramic_ground,2.1770448684692383,0.10986749827861786,0.12015241384506226,6.513177140732296e-06,1.821225851017516e-05,0.11108261710032821
ceramic_0319.png,ceramic_ground,0.5965753197669983,0.13653281331062317,0.1434871256351471,5.873262489330955e-05,8.014089689822868e-05,0.09017006382346153
ceramic_0321.png,concrete_plaster,35.19917297363281,0.13424332439899445,0.16115272045135498,1.9259048713138327e-05,6.217585178092122e-05,0.4770849823951721
ceramic_0327.png,mixed_ambiguous,3.83731746673584,0.05207202583551407,0.08361562341451645,3.0264311590144644e-06,6.098857284086989e-06,0.21713163405656816
ceramic_0341.png,ceramic_ground,6.571600437164307,0.11371894180774689,0.1908804476261139,6.386610948538873e-06,1.0284783456881996e-05,0.16317445933818817
ceramic_0342.png,ceramic_ground,4.214142799377441,0.14011690020561218,0.1436559557914734,1.735808291414287e-05,3.4723987482720986e-05,0.038908223435282704
ceramic_0354.png,mixed_ambiguous,9.88896656036377,0.02918330393731594,0.03587990999221802,1.3535294783650897e-05,1.9988592612207867e-05,0.26566368117928507
ceramic_0397.png,mixed_ambiguous,9.350617408752441,0.0688810721039772,0.0900401920080185,8.435779818682931e-06,2.2136689949547872e-05,0.10425985008478164
ceramic_0412.png,mixed_ambiguous,3.6870534420013428,0.04999002069234848,0.07772664725780487,2.6996774522558553e-06,5.4764518608863e-06,0.2102131575345993
ceramic_0413.png,ceramic_ground,20.16623878479004,0.33862927556037903,0.3540381193161011,1.9580513253458776e-05,3.872984598274343e-05,0.2688300579786301
ceramic_0422.png,ceramic_ground,2.4394822120666504,0.08503642678260803,0.10491061955690384,2.3486183636123314e-05,3.5167005989933386e-05,0.1013611402362585
ceramic_0424.png,ceramic_ground,2.755687713623047,0.11015181243419647,0.1402728408575058,1.5184404219326098e-05,2.7962816602666862e-05,0.09116742014884949
ceramic_0425.png,mixed_ambiguous,14.286744117736816,0.03258291631937027,0.04092312604188919,0.0001664376468397677,0.00018958830332849175,0.2888293325901031
ceramic_0429.png,ceramic_ground,13.30527114868164,0.08148138225078583,0.14892105758190155,1.504833471699385e-05,6.706031126668677e-05,0.10193005353212356
ceramic_0435.png,wood,0.41568833589553833,0.03313756361603737,0.0464695505797863,2.024059540417511e-06,3.295873511888203e-06,0.11716076387092471
ceramic_0448.png,mixed_ambiguous,11.59174919128418,0.10418855398893356,0.1300254762172699,6.038676292519085e-05,0.00011299381003482267,0.34602041244506837
ceramic_0454.png,concrete_plaster,27.629608154296875,0.059699513018131256,0.08754806965589523,0.0018634991720318794,0.03319941461086273,0.6050986886024475
ceramic_0462.png,ceramic_ground,1.098323106765747,0.013913804665207863,0.02354278974235058,8.30739281809656e-06,1.869661355158314e-05,0.08531809905543923
ceramic_0463.png,ceramic_ground,0.4237794876098633,0.06908098608255386,0.08264107257127762,2.493264901204384e-06,4.788033038494177e-06,0.12919771391898394
ceramic_0473.png,mixed_ambiguous,13.256508827209473,0.08723202347755432,0.10696146637201309,1.1354622074577492e-05,2.376689917582553e-05,0.09122385680675507
ceramic_0486.png,ceramic_ground,8.084874153137207,0.1682405173778534,0.18029867112636566,6.389665259121102e-07,1.1529383527886239e-06,0.2072800099849701
ceramic_0492.png,mixed_ambiguous,12.165037155151367,0.5166769623756409,0.5384880900382996,7.308984095288906e-06,4.0637547499500215e-05,0.1957015037536621
ceramic_0494.png,mixed_ambiguous,10.991822242736816,0.4210454821586609,0.4268878996372223,8.466650456284697e-07,1.703944917608169e-06,0.1487787514925003
ceramic_0499.png,mixed_ambiguous,4.94611120223999,0.02196503058075905,0.029774343594908714,3.1532003049505875e-05,0.000306255737086758,0.2764268308877945
ceramic_0506.png,ceramic_ground,13.94957447052002,0.09329038858413696,0.1680823713541031,1.119230091717327e-05,2.4589562599430792e-05,0.14947437942028047
ceramic_0507.png,mixed_ambiguous,0.6733711361885071,0.02969297394156456,0.03553880378603935,3.0464891551673645e-06,4.33673676525359e-06,0.02854086421430111
ceramic_0510.png,mixed_ambiguous,21.23562240600586,0.048788268119096756,0.05915946140885353,3.339825343573466e-05,3.910388477379456e-05,0.5433685183525085
ceramic_0519.png,ceramic_ground,3.3646466732025146,0.072646863758564,0.07844872772693634,0.02990793064236641,0.08396624773740768,0.04002837985754013
ceramic_0527.png,ceramic_ground,7.243569850921631,0.02147790975868702,0.030519381165504456,7.372094614765956e-07,2.5817312234721612e-06,0.04863124489784241
ceramic_0558.png,mixed_ambiguous,8.325371742248535,0.02611234039068222,0.03238428384065628,1.0753875358204823e-05,1.5911413356661797e-05,0.12155485823750496
ceramic_0561.png,ceramic_ground,5.0563459396362305,0.06717757135629654,0.07788575440645218,1.8809723769663833e-05,4.3572737922659144e-05,0.24189265668392182
ceramic_0568.png,mixed_ambiguous,2.580554246902466,0.2745233178138733,0.29029616713523865,1.4748590047020116e-06,1.7957687532543787e-06,0.18369087427854539
ceramic_0577.png,ceramic_ground,7.445864200592041,0.033493299037218094,0.057408448308706284,1.0082146673084935e-06,3.400452669666265e-06,0.052600257098674774
concrete_0012.png,marble_smooth,12.956074714660645,0.12489862740039825,0.1256030797958374,7.036948773020413e-06,8.157868251146283e-06,0.4567212164402008
concrete_0017.png,mixed_ambiguous,11.948686599731445,0.16529235243797302,0.17292459309101105,8.158326636475977e-06,9.237528502126224e-06,0.5973235726356506
concrete_0020.png,mixed_ambiguous,1.136765956878662,0.038490500301122665,0.047141414135694504,9.815918929234613e-06,1.3185956049710512e-05,0.03610902801156044
concrete_0026.png,mixed_ambiguous,8.517881393432617,0.06398314982652664,0.0749301016330719,1.9000755855813622e-05,4.837262531509623e-05,0.1191947653889656
concrete_0031.png,mixed_ambiguous,9.84437370300293,0.2951604127883911,0.30003923177719116,2.1323499822756276e-05,5.18255983479321e-05,0.49316779524087906
concrete_0033.png,mixed_ambiguous,5.140021324157715,0.0249997079372406,0.030173955485224724,1.3680517440661788e-05,1.6392721590818837e-05,0.5873933434486389
concrete_0041.png,ceramic_ground,6.563349723815918,0.17222100496292114,0.1816783994436264,1.325507491856115e-05,2.0900411982438527e-05,0.1397990569472313
concrete_0042.png,stone_rough,4.718545913696289,0.04593077674508095,0.060008466243743896,7.7663626143476e-06,8.519828952557873e-06,0.0525831051170826
concrete_0045.png,ceramic_ground,0.8461381793022156,0.17099104821681976,0.17825038731098175,4.450128471944481e-06,1.0443430255691055e-05,0.12372234724462032
concrete_0052.png,stone_rough,2.183009386062622,0.23701925575733185,0.24037188291549683,6.469012078014202e-06,1.0568483048700728e-05,0.1967558592557907
concrete_0063.png,ceramic_ground,3.900729179382324,0.04398062825202942,0.06063620746135712,1.07341138573247e-05,1.1712196283042431e-05,0.05841608587652445
concrete_0071.png,concrete_plaster,3.576345205307007,0.046292733401060104,0.058625660836696625,4.4033808990207035e-06,5.948531452304451e-06,0.200673408806324
concrete_0075.png,wood,5.430751323699951,0.036427173763513565,0.047864437103271484,4.149895630689571e-06,5.205545676290058e-06,0.4685273885726929
concrete_0079.png,ceramic_ground,9.219564437866211,0.03880709782242775,0.05602767691016197,1.9906035504391184e-06,5.5448203966079745e-06,0.29251068234443667
concrete_0109.png,marble_smooth,20.50739288330078,0.10659381002187729,0.11721622198820114,5.766313734056894e-06,7.320289114431944e-06,0.44166454672813416
concrete_0155.png,mixed_ambiguous,7.029873847961426,0.44878146052360535,0.45084187388420105,1.4544463738275226e-05,4.4982065446674824e-05,0.37439732551574706
concrete_0157.png,mixed_ambiguous,4.538236141204834,0.05143650248646736,0.06554380804300308,1.583666744409129e-06,2.320282192158629e-06,0.38631598353385926
concrete_0158.png,mixed_ambiguous,11.492116928100586,0.0344361774623394,0.04353171959519386,2.2663491563434945e-06,2.472965888955514e-06,0.36625723242759706
concrete_0168.png,ceramic_ground,3.089124917984009,0.017670756205916405,0.025764834135770798,6.747258794348454e-06,8.383386557397898e-06,0.13352459520101548
concrete_0173.png,mixed_ambiguous,8.60263442993164,0.21308468282222748,0.22414933145046234,3.501072114886483e-06,4.129870831093285e-06,0.32796333022415636
concrete_0180.png,mixed_ambiguous,14.719873428344727,0.08346930146217346,0.10353688895702362,6.5269809965684544e-06,8.375455763598438e-06,0.9444263577461243
concrete_0184.png,mixed_ambiguous,11.068527221679688,0.028896939009428024,0.03687852993607521,2.2281765268417075e-06,2.5852873477560934e-06,0.3550950974225998
